ID,list,condition,item,rating,modal
33373753,3,HL,7,61,might_def
33373753,3,LH,8,62,might_def
33373753,3,H,9,93,might_cert
33373753,3,L,10,47,might_cert
33373753,3,HL,11,78,might_cert
33373753,3,LH,12,69,might_cert
33373753,3,H,13,92,may_cert
33373753,3,L,14,53,may_cert
33373753,3,HL,15,66,may_cert
33373753,3,LH,16,81,may_cert
33373753,3,L,1,NA,may_def
33373753,3,HL,2,NA,may_def
33373753,3,LH,3,NA,may_def
33373753,3,H,4,NA,may_def
33373753,3,L,5,NA,might_def
33373753,3,HL,6,NA,might_def
33373753,3,LH,7,NA,might_def
33373753,3,H,8,NA,might_def
33373753,3,L,9,NA,might_cert
33373753,3,HL,10,NA,might_cert
33373753,3,LH,11,NA,might_cert
33373753,3,H,12,NA,might_cert
33373753,3,L,13,NA,may_cert
33373753,3,HL,14,NA,may_cert
33373753,3,LH,15,NA,may_cert
33373753,3,H,16,NA,may_cert
12946622,4,HL,1,NA,may_def
12946622,4,LH,2,NA,may_def
12946622,4,H,3,NA,may_def
12946622,4,L,4,NA,may_def
12946622,4,HL,5,NA,might_def
12946622,4,LH,6,NA,might_def
12946622,4,H,7,NA,might_def
12946622,4,L,8,NA,might_def
12946622,4,HL,9,NA,might_cert
12946622,4,LH,10,NA,might_cert
12946622,4,H,11,NA,might_cert
12946622,4,L,12,NA,might_cert
12946622,4,HL,13,NA,may_cert
12946622,4,LH,14,NA,may_cert
12946622,4,H,15,NA,may_cert
12946622,4,L,16,NA,may_cert
12946622,4,LH,1,NA,may_def
12946622,4,H,2,NA,may_def
12946622,4,L,3,NA,may_def
12946622,4,HL,4,NA,may_def
12946622,4,LH,5,NA,might_def
12946622,4,H,6,NA,might_def
12946622,4,L,7,NA,might_def
12946622,4,HL,8,NA,might_def
12946622,4,LH,9,NA,might_cert
12946622,4,H,10,NA,might_cert
12946622,4,L,11,NA,might_cert
12946622,4,HL,12,NA,might_cert
12946622,4,LH,13,NA,may_cert
12946622,4,H,14,NA,may_cert
12946622,4,L,15,NA,may_cert
12946622,4,HL,16,NA,may_cert
12946622,4,H,1,NA,may_def
12946622,4,L,2,NA,may_def
12946622,4,HL,3,NA,may_def
12946622,4,LH,4,NA,may_def
12946622,4,H,5,NA,might_def
12946622,4,L,6,NA,might_def
12946622,4,HL,7,NA,might_def
12946622,4,LH,8,NA,might_def
12946622,4,H,9,NA,might_cert
12946622,4,L,10,NA,might_cert
12946622,4,HL,11,NA,might_cert
12946622,4,LH,12,NA,might_cert
12946622,4,H,13,NA,may_cert
12946622,4,L,14,NA,may_cert
12946622,4,HL,15,NA,may_cert
12946622,4,LH,16,NA,may_cert
12946622,4,L,1,22,may_def
12946622,4,HL,2,72,may_def
12946622,4,LH,3,82,may_def
12946622,4,H,4,99,may_def
12946622,4,L,5,21,might_def
12946622,4,HL,6,72,might_def
12946622,4,LH,7,71,might_def
12946622,4,H,8,100,might_def
12946622,4,L,9,70,might_cert
12946622,4,HL,10,77,might_cert
12946622,4,LH,11,80,might_cert
12946622,4,H,12,92,might_cert
12946622,4,L,13,92,may_cert
12946622,4,HL,14,97,may_cert
12946622,4,LH,15,95,may_cert
12946622,4,H,16,98,may_cert
84710021,1,HL,1,85,may_def
84710021,1,LH,2,86,may_def
84710021,1,H,3,100,may_def
84710021,1,L,4,55,may_def
84710021,1,HL,5,90,might_def
84710021,1,LH,6,60,might_def
84710021,1,H,7,100,might_def
84710021,1,L,8,65,might_def
84710021,1,HL,9,90,might_cert
84710021,1,LH,10,87,might_cert
84710021,1,H,11,99,might_cert
84710021,1,L,12,50,might_cert
84710021,1,HL,13,79,may_cert
84710021,1,LH,14,70,may_cert
84710021,1,H,15,100,may_cert
84710021,1,L,16,50,may_cert
84710021,1,LH,1,NA,may_def
84710021,1,H,2,NA,may_def
84710021,1,L,3,NA,may_def
84710021,1,HL,4,NA,may_def
84710021,1,LH,5,NA,might_def
84710021,1,H,6,NA,might_def
84710021,1,L,7,NA,might_def
84710021,1,HL,8,NA,might_def
84710021,1,LH,9,NA,might_cert
84710021,1,H,10,NA,might_cert
84710021,1,L,11,NA,might_cert
84710021,1,HL,12,NA,might_cert
84710021,1,LH,13,NA,may_cert
84710021,1,H,14,NA,may_cert
84710021,1,L,15,NA,may_cert
84710021,1,HL,16,NA,may_cert
84710021,1,H,1,NA,may_def
84710021,1,L,2,NA,may_def
84710021,1,HL,3,NA,may_def
84710021,1,LH,4,NA,may_def
84710021,1,H,5,NA,might_def
84710021,1,L,6,NA,might_def
84710021,1,HL,7,NA,might_def
84710021,1,LH,8,NA,might_def
84710021,1,H,9,NA,might_cert
84710021,1,L,10,NA,might_cert
84710021,1,HL,11,NA,might_cert
84710021,1,LH,12,NA,might_cert
84710021,1,H,13,NA,may_cert
84710021,1,L,14,NA,may_cert
84710021,1,HL,15,NA,may_cert
84710021,1,LH,16,NA,may_cert
84710021,1,L,1,NA,may_def
84710021,1,HL,2,NA,may_def
84710021,1,LH,3,NA,may_def
84710021,1,H,4,NA,may_def
84710021,1,L,5,NA,might_def
84710021,1,HL,6,NA,might_def
84710021,1,LH,7,NA,might_def
84710021,1,H,8,NA,might_def
84710021,1,L,9,NA,might_cert
84710021,1,HL,10,NA,might_cert
84710021,1,LH,11,NA,might_cert
84710021,1,H,12,NA,might_cert
84710021,1,L,13,NA,may_cert
84710021,1,HL,14,NA,may_cert
84710021,1,LH,15,NA,may_cert
84710021,1,H,16,NA,may_cert
87853392,2,HL,1,NA,may_def
87853392,2,LH,2,NA,may_def
87853392,2,H,3,NA,may_def
87853392,2,L,4,NA,may_def
87853392,2,HL,5,NA,might_def
87853392,2,LH,6,NA,might_def
87853392,2,H,7,NA,might_def
87853392,2,L,8,NA,might_def
87853392,2,HL,9,NA,might_cert
87853392,2,LH,10,NA,might_cert
87853392,2,H,11,NA,might_cert
87853392,2,L,12,NA,might_cert
87853392,2,HL,13,NA,may_cert
87853392,2,LH,14,NA,may_cert
87853392,2,H,15,NA,may_cert
87853392,2,L,16,NA,may_cert
87853392,2,LH,1,45,may_def
87853392,2,H,2,84,may_def
87853392,2,L,3,53,may_def
87853392,2,HL,4,56,may_def
87853392,2,LH,5,45,might_def
87853392,2,H,6,92,might_def
87853392,2,L,7,48,might_def
87853392,2,HL,8,69,might_def
87853392,2,LH,9,70,might_cert
87853392,2,H,10,92,might_cert
87853392,2,L,11,70,might_cert
87853392,2,HL,12,75,might_cert
87853392,2,LH,13,61,may_cert
87853392,2,H,14,93,may_cert
87853392,2,L,15,76,may_cert
87853392,2,HL,16,50,may_cert
87853392,2,H,1,NA,may_def
87853392,2,L,2,NA,may_def
87853392,2,HL,3,NA,may_def
87853392,2,LH,4,NA,may_def
87853392,2,H,5,NA,might_def
87853392,2,L,6,NA,might_def
87853392,2,HL,7,NA,might_def
87853392,2,LH,8,NA,might_def
87853392,2,H,9,NA,might_cert
87853392,2,L,10,NA,might_cert
87853392,2,HL,11,NA,might_cert
87853392,2,LH,12,NA,might_cert
87853392,2,H,13,NA,may_cert
87853392,2,L,14,NA,may_cert
87853392,2,HL,15,NA,may_cert
87853392,2,LH,16,NA,may_cert
87853392,2,L,1,NA,may_def
87853392,2,HL,2,NA,may_def
87853392,2,LH,3,NA,may_def
87853392,2,H,4,NA,may_def
87853392,2,L,5,NA,might_def
87853392,2,HL,6,NA,might_def
87853392,2,LH,7,NA,might_def
87853392,2,H,8,NA,might_def
87853392,2,L,9,NA,might_cert
87853392,2,HL,10,NA,might_cert
87853392,2,LH,11,NA,might_cert
87853392,2,H,12,NA,might_cert
87853392,2,L,13,NA,may_cert
87853392,2,HL,14,NA,may_cert
87853392,2,LH,15,NA,may_cert
87853392,2,H,16,NA,may_cert
61592220,1,HL,1,72,may_def
61592220,1,LH,2,75,may_def
61592220,1,H,3,98,may_def
61592220,1,L,4,50,may_def
61592220,1,HL,5,61,might_def
61592220,1,LH,6,66,might_def
61592220,1,H,7,99,might_def
61592220,1,L,8,62,might_def
61592220,1,HL,9,76,might_cert
61592220,1,LH,10,76,might_cert
61592220,1,H,11,83,might_cert
61592220,1,L,12,44,might_cert
61592220,1,HL,13,72,may_cert
61592220,1,LH,14,77,may_cert
61592220,1,H,15,91,may_cert
61592220,1,L,16,63,may_cert
61592220,1,LH,1,NA,may_def
61592220,1,H,2,NA,may_def
61592220,1,L,3,NA,may_def
61592220,1,HL,4,NA,may_def
61592220,1,LH,5,NA,might_def
61592220,1,H,6,NA,might_def
61592220,1,L,7,NA,might_def
61592220,1,HL,8,NA,might_def
61592220,1,LH,9,NA,might_cert
61592220,1,H,10,NA,might_cert
61592220,1,L,11,NA,might_cert
61592220,1,HL,12,NA,might_cert
61592220,1,LH,13,NA,may_cert
61592220,1,H,14,NA,may_cert
61592220,1,L,15,NA,may_cert
61592220,1,HL,16,NA,may_cert
61592220,1,H,1,NA,may_def
61592220,1,L,2,NA,may_def
61592220,1,HL,3,NA,may_def
61592220,1,LH,4,NA,may_def
61592220,1,H,5,NA,might_def
61592220,1,L,6,NA,might_def
61592220,1,HL,7,NA,might_def
61592220,1,LH,8,NA,might_def
61592220,1,H,9,NA,might_cert
61592220,1,L,10,NA,might_cert
61592220,1,HL,11,NA,might_cert
61592220,1,LH,12,NA,might_cert
61592220,1,H,13,NA,may_cert
61592220,1,L,14,NA,may_cert
61592220,1,HL,15,NA,may_cert
61592220,1,LH,16,NA,may_cert
61592220,1,L,1,NA,may_def
61592220,1,HL,2,NA,may_def
61592220,1,LH,3,NA,may_def
61592220,1,H,4,NA,may_def
61592220,1,L,5,NA,might_def
61592220,1,HL,6,NA,might_def
61592220,1,LH,7,NA,might_def
61592220,1,H,8,NA,might_def
61592220,1,L,9,NA,might_cert
61592220,1,HL,10,NA,might_cert
61592220,1,LH,11,NA,might_cert
61592220,1,H,12,NA,might_cert
61592220,1,L,13,NA,may_cert
61592220,1,HL,14,NA,may_cert
61592220,1,LH,15,NA,may_cert
61592220,1,H,16,NA,may_cert
48966167,2,HL,1,NA,may_def
48966167,2,LH,2,NA,may_def
48966167,2,H,3,NA,may_def
48966167,2,L,4,NA,may_def
48966167,2,HL,5,NA,might_def
48966167,2,LH,6,NA,might_def
48966167,2,H,7,NA,might_def
48966167,2,L,8,NA,might_def
48966167,2,HL,9,NA,might_cert
48966167,2,LH,10,NA,might_cert
48966167,2,H,11,NA,might_cert
48966167,2,L,12,NA,might_cert
48966167,2,HL,13,NA,may_cert
48966167,2,LH,14,NA,may_cert
48966167,2,H,15,NA,may_cert
48966167,2,L,16,NA,may_cert
48966167,2,LH,1,60,may_def
48966167,2,H,2,94,may_def
48966167,2,L,3,46,may_def
48966167,2,HL,4,70,may_def
48966167,2,LH,5,82,might_def
48966167,2,H,6,95,might_def
48966167,2,L,7,56,might_def
48966167,2,HL,8,70,might_def
48966167,2,LH,9,66,might_cert
48966167,2,H,10,85,might_cert
48966167,2,L,11,57,might_cert
48966167,2,HL,12,55,might_cert
48966167,2,LH,13,72,may_cert
48966167,2,H,14,82,may_cert
48966167,2,L,15,36,may_cert
48966167,2,HL,16,62,may_cert
48966167,2,H,1,NA,may_def
48966167,2,L,2,NA,may_def
48966167,2,HL,3,NA,may_def
48966167,2,LH,4,NA,may_def
48966167,2,H,5,NA,might_def
48966167,2,L,6,NA,might_def
48966167,2,HL,7,NA,might_def
48966167,2,LH,8,NA,might_def
48966167,2,H,9,NA,might_cert
48966167,2,L,10,NA,might_cert
48966167,2,HL,11,NA,might_cert
48966167,2,LH,12,NA,might_cert
48966167,2,H,13,NA,may_cert
48966167,2,L,14,NA,may_cert
48966167,2,HL,15,NA,may_cert
48966167,2,LH,16,NA,may_cert
48966167,2,L,1,NA,may_def
48966167,2,HL,2,NA,may_def
48966167,2,LH,3,NA,may_def
48966167,2,H,4,NA,may_def
48966167,2,L,5,NA,might_def
48966167,2,HL,6,NA,might_def
48966167,2,LH,7,NA,might_def
48966167,2,H,8,NA,might_def
48966167,2,L,9,NA,might_cert
48966167,2,HL,10,NA,might_cert
48966167,2,LH,11,NA,might_cert
48966167,2,H,12,NA,might_cert
48966167,2,L,13,NA,may_cert
48966167,2,HL,14,NA,may_cert
48966167,2,LH,15,NA,may_cert
48966167,2,H,16,NA,may_cert
7285357,3,HL,1,NA,may_def
7285357,3,LH,2,NA,may_def
7285357,3,H,3,NA,may_def
7285357,3,L,4,NA,may_def
7285357,3,HL,5,NA,might_def
7285357,3,LH,6,NA,might_def
7285357,3,H,7,NA,might_def
7285357,3,L,8,NA,might_def
7285357,3,HL,9,NA,might_cert
7285357,3,LH,10,NA,might_cert
7285357,3,H,11,NA,might_cert
7285357,3,L,12,NA,might_cert
7285357,3,HL,13,NA,may_cert
7285357,3,LH,14,NA,may_cert
7285357,3,H,15,NA,may_cert
7285357,3,L,16,NA,may_cert
7285357,3,LH,1,NA,may_def
7285357,3,H,2,NA,may_def
7285357,3,L,3,NA,may_def
7285357,3,HL,4,NA,may_def
7285357,3,LH,5,NA,might_def
7285357,3,H,6,NA,might_def
7285357,3,L,7,NA,might_def
7285357,3,HL,8,NA,might_def
7285357,3,LH,9,NA,might_cert
7285357,3,H,10,NA,might_cert
7285357,3,L,11,NA,might_cert
7285357,3,HL,12,NA,might_cert
7285357,3,LH,13,NA,may_cert
7285357,3,H,14,NA,may_cert
7285357,3,L,15,NA,may_cert
7285357,3,HL,16,NA,may_cert
7285357,3,H,1,93,may_def
7285357,3,L,2,61,may_def
7285357,3,HL,3,65,may_def
7285357,3,LH,4,49,may_def
7285357,3,H,5,100,might_def
7285357,3,L,6,51,might_def
7285357,3,HL,7,80,might_def
7285357,3,LH,8,100,might_def
7285357,3,H,9,96,might_cert
7285357,3,L,10,80,might_cert
7285357,3,HL,11,90,might_cert
7285357,3,LH,12,40,might_cert
7285357,3,H,13,100,may_cert
7285357,3,L,14,50,may_cert
7285357,3,HL,15,70,may_cert
7285357,3,LH,16,55,may_cert
7285357,3,L,1,NA,may_def
7285357,3,HL,2,NA,may_def
7285357,3,LH,3,NA,may_def
7285357,3,H,4,NA,may_def
7285357,3,L,5,NA,might_def
7285357,3,HL,6,NA,might_def
7285357,3,LH,7,NA,might_def
7285357,3,H,8,NA,might_def
7285357,3,L,9,NA,might_cert
7285357,3,HL,10,NA,might_cert
7285357,3,LH,11,NA,might_cert
7285357,3,H,12,NA,might_cert
7285357,3,L,13,NA,may_cert
7285357,3,HL,14,NA,may_cert
7285357,3,LH,15,NA,may_cert
7285357,3,H,16,NA,may_cert
72745206,4,HL,1,NA,may_def
72745206,4,LH,2,NA,may_def
72745206,4,H,3,NA,may_def
72745206,4,L,4,NA,may_def
72745206,4,HL,5,NA,might_def
72745206,4,LH,6,NA,might_def
72745206,4,H,7,NA,might_def
72745206,4,L,8,NA,might_def
72745206,4,HL,9,NA,might_cert
72745206,4,LH,10,NA,might_cert
72745206,4,H,11,NA,might_cert
72745206,4,L,12,NA,might_cert
72745206,4,HL,13,NA,may_cert
72745206,4,LH,14,NA,may_cert
72745206,4,H,15,NA,may_cert
72745206,4,L,16,NA,may_cert
72745206,4,LH,1,NA,may_def
72745206,4,H,2,NA,may_def
72745206,4,L,3,NA,may_def
72745206,4,HL,4,NA,may_def
72745206,4,LH,5,NA,might_def
72745206,4,H,6,NA,might_def
72745206,4,L,7,NA,might_def
72745206,4,HL,8,NA,might_def
72745206,4,LH,9,NA,might_cert
72745206,4,H,10,NA,might_cert
72745206,4,L,11,NA,might_cert
72745206,4,HL,12,NA,might_cert
72745206,4,LH,13,NA,may_cert
72745206,4,H,14,NA,may_cert
72745206,4,L,15,NA,may_cert
72745206,4,HL,16,NA,may_cert
72745206,4,H,1,NA,may_def
72745206,4,L,2,NA,may_def
72745206,4,HL,3,NA,may_def
72745206,4,LH,4,NA,may_def
72745206,4,H,5,NA,might_def
72745206,4,L,6,NA,might_def
72745206,4,HL,7,NA,might_def
72745206,4,LH,8,NA,might_def
72745206,4,H,9,NA,might_cert
72745206,4,L,10,NA,might_cert
72745206,4,HL,11,NA,might_cert
72745206,4,LH,12,NA,might_cert
72745206,4,H,13,NA,may_cert
72745206,4,L,14,NA,may_cert
72745206,4,HL,15,NA,may_cert
72745206,4,LH,16,NA,may_cert
72745206,4,L,1,93,may_def
72745206,4,HL,2,85,may_def
72745206,4,LH,3,91,may_def
72745206,4,H,4,98,may_def
72745206,4,L,5,56,might_def
72745206,4,HL,6,70,might_def
72745206,4,LH,7,90,might_def
72745206,4,H,8,99,might_def
72745206,4,L,9,50,might_cert
72745206,4,HL,10,91,might_cert
72745206,4,LH,11,90,might_cert
72745206,4,H,12,91,might_cert
72745206,4,L,13,82,may_cert
72745206,4,HL,14,96,may_cert
72745206,4,LH,15,95,may_cert
72745206,4,H,16,99,may_cert
41325869,3,HL,1,NA,may_def
41325869,3,LH,2,NA,may_def
41325869,3,H,3,NA,may_def
41325869,3,L,4,NA,may_def
41325869,3,HL,5,NA,might_def
41325869,3,LH,6,NA,might_def
41325869,3,H,7,NA,might_def
41325869,3,L,8,NA,might_def
41325869,3,HL,9,NA,might_cert
41325869,3,LH,10,NA,might_cert
41325869,3,H,11,NA,might_cert
41325869,3,L,12,NA,might_cert
41325869,3,HL,13,NA,may_cert
41325869,3,LH,14,NA,may_cert
41325869,3,H,15,NA,may_cert
41325869,3,L,16,NA,may_cert
41325869,3,LH,1,NA,may_def
41325869,3,H,2,NA,may_def
41325869,3,L,3,NA,may_def
41325869,3,HL,4,NA,may_def
41325869,3,LH,5,NA,might_def
41325869,3,H,6,NA,might_def
41325869,3,L,7,NA,might_def
41325869,3,HL,8,NA,might_def
41325869,3,LH,9,NA,might_cert
41325869,3,H,10,NA,might_cert
41325869,3,L,11,NA,might_cert
41325869,3,HL,12,NA,might_cert
41325869,3,LH,13,NA,may_cert
41325869,3,H,14,NA,may_cert
41325869,3,L,15,NA,may_cert
41325869,3,HL,16,NA,may_cert
41325869,3,H,1,92,may_def
41325869,3,L,2,35,may_def
41325869,3,HL,3,44,may_def
41325869,3,LH,4,51,may_def
41325869,3,H,5,94,might_def
41325869,3,L,6,49,might_def
41325869,3,HL,7,35,might_def
41325869,3,LH,8,39,might_def
41325869,3,H,9,81,might_cert
41325869,3,L,10,41,might_cert
41325869,3,HL,11,49,might_cert
41325869,3,LH,12,41,might_cert
41325869,3,H,13,89,may_cert
41325869,3,L,14,44,may_cert
41325869,3,HL,15,79,may_cert
41325869,3,LH,16,36,may_cert
41325869,3,L,1,NA,may_def
41325869,3,HL,2,NA,may_def
41325869,3,LH,3,NA,may_def
41325869,3,H,4,NA,may_def
41325869,3,L,5,NA,might_def
41325869,3,HL,6,NA,might_def
41325869,3,LH,7,NA,might_def
41325869,3,H,8,NA,might_def
41325869,3,L,9,NA,might_cert
41325869,3,HL,10,NA,might_cert
41325869,3,LH,11,NA,might_cert
41325869,3,H,12,NA,might_cert
41325869,3,L,13,NA,may_cert
41325869,3,HL,14,NA,may_cert
41325869,3,LH,15,NA,may_cert
41325869,3,H,16,NA,may_cert
76904387,1,HL,1,90,may_def
76904387,1,LH,2,70,may_def
76904387,1,H,3,65,may_def
76904387,1,L,4,94,may_def
76904387,1,HL,5,70,might_def
76904387,1,LH,6,50,might_def
76904387,1,H,7,100,might_def
76904387,1,L,8,81,might_def
76904387,1,HL,9,99,might_cert
76904387,1,LH,10,85,might_cert
76904387,1,H,11,100,might_cert
76904387,1,L,12,90,might_cert
76904387,1,HL,13,95,may_cert
76904387,1,LH,14,85,may_cert
76904387,1,H,15,100,may_cert
76904387,1,L,16,95,may_cert
76904387,1,LH,1,NA,may_def
76904387,1,H,2,NA,may_def
76904387,1,L,3,NA,may_def
76904387,1,HL,4,NA,may_def
76904387,1,LH,5,NA,might_def
76904387,1,H,6,NA,might_def
76904387,1,L,7,NA,might_def
76904387,1,HL,8,NA,might_def
76904387,1,LH,9,NA,might_cert
76904387,1,H,10,NA,might_cert
76904387,1,L,11,NA,might_cert
76904387,1,HL,12,NA,might_cert
76904387,1,LH,13,NA,may_cert
76904387,1,H,14,NA,may_cert
76904387,1,L,15,NA,may_cert
76904387,1,HL,16,NA,may_cert
76904387,1,H,1,NA,may_def
76904387,1,L,2,NA,may_def
76904387,1,HL,3,NA,may_def
76904387,1,LH,4,NA,may_def
76904387,1,H,5,NA,might_def
76904387,1,L,6,NA,might_def
76904387,1,HL,7,NA,might_def
76904387,1,LH,8,NA,might_def
76904387,1,H,9,NA,might_cert
76904387,1,L,10,NA,might_cert
76904387,1,HL,11,NA,might_cert
76904387,1,LH,12,NA,might_cert
76904387,1,H,13,NA,may_cert
76904387,1,L,14,NA,may_cert
76904387,1,HL,15,NA,may_cert
76904387,1,LH,16,NA,may_cert
76904387,1,L,1,NA,may_def
76904387,1,HL,2,NA,may_def
76904387,1,LH,3,NA,may_def
76904387,1,H,4,NA,may_def
76904387,1,L,5,NA,might_def
76904387,1,HL,6,NA,might_def
76904387,1,LH,7,NA,might_def
76904387,1,H,8,NA,might_def
76904387,1,L,9,NA,might_cert
76904387,1,HL,10,NA,might_cert
76904387,1,LH,11,NA,might_cert
76904387,1,H,12,NA,might_cert
76904387,1,L,13,NA,may_cert
76904387,1,HL,14,NA,may_cert
76904387,1,LH,15,NA,may_cert
76904387,1,H,16,NA,may_cert
66339108,4,HL,1,NA,may_def
66339108,4,LH,2,NA,may_def
66339108,4,H,3,NA,may_def
66339108,4,L,4,NA,may_def
66339108,4,HL,5,NA,might_def
66339108,4,LH,6,NA,might_def
66339108,4,H,7,NA,might_def
66339108,4,L,8,NA,might_def
66339108,4,HL,9,NA,might_cert
66339108,4,LH,10,NA,might_cert
66339108,4,H,11,NA,might_cert
66339108,4,L,12,NA,might_cert
66339108,4,HL,13,NA,may_cert
66339108,4,LH,14,NA,may_cert
66339108,4,H,15,NA,may_cert
66339108,4,L,16,NA,may_cert
66339108,4,LH,1,NA,may_def
66339108,4,H,2,NA,may_def
66339108,4,L,3,NA,may_def
66339108,4,HL,4,NA,may_def
66339108,4,LH,5,NA,might_def
66339108,4,H,6,NA,might_def
66339108,4,L,7,NA,might_def
66339108,4,HL,8,NA,might_def
66339108,4,LH,9,NA,might_cert
66339108,4,H,10,NA,might_cert
66339108,4,L,11,NA,might_cert
66339108,4,HL,12,NA,might_cert
66339108,4,LH,13,NA,may_cert
66339108,4,H,14,NA,may_cert
66339108,4,L,15,NA,may_cert
66339108,4,HL,16,NA,may_cert
66339108,4,H,1,NA,may_def
66339108,4,L,2,NA,may_def
66339108,4,HL,3,NA,may_def
66339108,4,LH,4,NA,may_def
66339108,4,H,5,NA,might_def
66339108,4,L,6,NA,might_def
66339108,4,HL,7,NA,might_def
66339108,4,LH,8,NA,might_def
66339108,4,H,9,NA,might_cert
66339108,4,L,10,NA,might_cert
66339108,4,HL,11,NA,might_cert
66339108,4,LH,12,NA,might_cert
66339108,4,H,13,NA,may_cert
66339108,4,L,14,NA,may_cert
66339108,4,HL,15,NA,may_cert
66339108,4,LH,16,NA,may_cert
66339108,4,L,1,56,may_def
66339108,4,HL,2,70,may_def
66339108,4,LH,3,74,may_def
66339108,4,H,4,88,may_def
66339108,4,L,5,75,might_def
66339108,4,HL,6,70,might_def
66339108,4,LH,7,63,might_def
66339108,4,H,8,93,might_def
66339108,4,L,9,70,might_cert
66339108,4,HL,10,74,might_cert
66339108,4,LH,11,66,might_cert
66339108,4,H,12,90,might_cert
66339108,4,L,13,74,may_cert
66339108,4,HL,14,96,may_cert
66339108,4,LH,15,80,may_cert
66339108,4,H,16,90,may_cert
68501449,2,HL,1,NA,may_def
68501449,2,LH,2,NA,may_def
68501449,2,H,3,NA,may_def
68501449,2,L,4,NA,may_def
68501449,2,HL,5,NA,might_def
68501449,2,LH,6,NA,might_def
68501449,2,H,7,NA,might_def
68501449,2,L,8,NA,might_def
68501449,2,HL,9,NA,might_cert
68501449,2,LH,10,NA,might_cert
68501449,2,H,11,NA,might_cert
68501449,2,L,12,NA,might_cert
68501449,2,HL,13,NA,may_cert
68501449,2,LH,14,NA,may_cert
68501449,2,H,15,NA,may_cert
68501449,2,L,16,NA,may_cert
68501449,2,LH,1,25,may_def
68501449,2,H,2,100,may_def
68501449,2,L,3,75,may_def
68501449,2,HL,4,50,may_def
68501449,2,LH,5,75,might_def
68501449,2,H,6,91,might_def
68501449,2,L,7,51,might_def
68501449,2,HL,8,71,might_def
68501449,2,LH,9,70,might_cert
68501449,2,H,10,90,might_cert
68501449,2,L,11,75,might_cert
68501449,2,HL,12,51,might_cert
68501449,2,LH,13,50,may_cert
68501449,2,H,14,75,may_cert
68501449,2,L,15,90,may_cert
68501449,2,HL,16,60,may_cert
68501449,2,H,1,NA,may_def
68501449,2,L,2,NA,may_def
68501449,2,HL,3,NA,may_def
68501449,2,LH,4,NA,may_def
68501449,2,H,5,NA,might_def
68501449,2,L,6,NA,might_def
68501449,2,HL,7,NA,might_def
68501449,2,LH,8,NA,might_def
68501449,2,H,9,NA,might_cert
68501449,2,L,10,NA,might_cert
68501449,2,HL,11,NA,might_cert
68501449,2,LH,12,NA,might_cert
68501449,2,H,13,NA,may_cert
68501449,2,L,14,NA,may_cert
68501449,2,HL,15,NA,may_cert
68501449,2,LH,16,NA,may_cert
68501449,2,L,1,NA,may_def
68501449,2,HL,2,NA,may_def
68501449,2,LH,3,NA,may_def
68501449,2,H,4,NA,may_def
68501449,2,L,5,NA,might_def
68501449,2,HL,6,NA,might_def
68501449,2,LH,7,NA,might_def
68501449,2,H,8,NA,might_def
68501449,2,L,9,NA,might_cert
68501449,2,HL,10,NA,might_cert
68501449,2,LH,11,NA,might_cert
68501449,2,H,12,NA,might_cert
68501449,2,L,13,NA,may_cert
68501449,2,HL,14,NA,may_cert
68501449,2,LH,15,NA,may_cert
68501449,2,H,16,NA,may_cert
50771742,3,HL,1,NA,may_def
50771742,3,LH,2,NA,may_def
50771742,3,H,3,NA,may_def
50771742,3,L,4,NA,may_def
50771742,3,HL,5,NA,might_def
50771742,3,LH,6,NA,might_def
50771742,3,H,7,NA,might_def
50771742,3,L,8,NA,might_def
50771742,3,HL,9,NA,might_cert
50771742,3,LH,10,NA,might_cert
50771742,3,H,11,NA,might_cert
50771742,3,L,12,NA,might_cert
50771742,3,HL,13,NA,may_cert
50771742,3,LH,14,NA,may_cert
50771742,3,H,15,NA,may_cert
50771742,3,L,16,NA,may_cert
50771742,3,LH,1,NA,may_def
50771742,3,H,2,NA,may_def
50771742,3,L,3,NA,may_def
50771742,3,HL,4,NA,may_def
50771742,3,LH,5,NA,might_def
50771742,3,H,6,NA,might_def
50771742,3,L,7,NA,might_def
50771742,3,HL,8,NA,might_def
50771742,3,LH,9,NA,might_cert
50771742,3,H,10,NA,might_cert
50771742,3,L,11,NA,might_cert
50771742,3,HL,12,NA,might_cert
50771742,3,LH,13,NA,may_cert
50771742,3,H,14,NA,may_cert
50771742,3,L,15,NA,may_cert
50771742,3,HL,16,NA,may_cert
50771742,3,H,1,90,may_def
50771742,3,L,2,50,may_def
50771742,3,HL,3,77,may_def
50771742,3,LH,4,89,may_def
50771742,3,H,5,96,might_def
50771742,3,L,6,30,might_def
50771742,3,HL,7,79,might_def
50771742,3,LH,8,72,might_def
50771742,3,H,9,97,might_cert
50771742,3,L,10,50,might_cert
50771742,3,HL,11,96,might_cert
50771742,3,LH,12,91,might_cert
50771742,3,H,13,98,may_cert
50771742,3,L,14,83,may_cert
50771742,3,HL,15,64,may_cert
50771742,3,LH,16,61,may_cert
50771742,3,L,1,NA,may_def
50771742,3,HL,2,NA,may_def
50771742,3,LH,3,NA,may_def
50771742,3,H,4,NA,may_def
50771742,3,L,5,NA,might_def
50771742,3,HL,6,NA,might_def
50771742,3,LH,7,NA,might_def
50771742,3,H,8,NA,might_def
50771742,3,L,9,NA,might_cert
50771742,3,HL,10,NA,might_cert
